x;type
764872181.Supragingival plaque;Supragingival plaque
764892411.Supragingival plaque;Supragingival plaque
764953101.Supragingival plaque;Supragingival plaque
765013792.Supragingival plaque;Supragingival plaque
765034022.Supragingival plaque;Supragingival plaque
765074482.Supragingival plaque;Supragingival plaque
765094712.Supragingival plaque;Supragingival plaque
765155402.Supragingival plaque;Supragingival plaque
765195863.Supragingival plaque;Supragingival plaque
765216093.Supragingival plaque;Supragingival plaque
765256553.Supragingival plaque;Supragingival plaque
765276783.Supragingival plaque;Supragingival plaque
765317243.Supragingival plaque;Supragingival plaque
765337473.Supragingival plaque;Supragingival plaque
765560005.Supragingival plaque;Supragingival plaque
809635352.Supragingival plaque;Supragingival plaque
863126187.Supragingival plaque;Supragingival plaque
892969023.Supragingival plaque;Supragingival plaque
937495960.Supragingival plaque;Supragingival plaque
953045535.Supragingival plaque;Supragingival plaque
970836795.Supragingival plaque;Supragingival plaque
132902142.Throat;Throat
147406386.Throat;Throat
158013734.Throat;Throat
158114885.Throat;Throat
158155345.Throat;Throat
158216035.Throat;Throat
158236265.Throat;Throat
158276726.Throat;Throat
158398106.Throat;Throat
158418336.Throat;Throat
158438567.Throat;Throat
158458797.Throat;Throat
158479027.Throat;Throat
158499257.Throat;Throat
158721788.Throat;Throat
158742018.Throat;Throat
158802708.Throat;Throat
158822939.Throat;Throat
158883629.Throat;Throat
158924089.Throat;Throat
158944319.Throat;Throat
158964549.Throat;Throat
158984779.Throat;Throat
159005010.Throat;Throat
159025240.Throat;Throat
159085930.Throat;Throat
159146620.Throat;Throat
159166850.Throat;Throat
159227541.Throat;Throat
159247771.Throat;Throat
159389382.Throat;Throat
159470302.Throat;Throat
159713063.Throat;Throat
159733294.Throat;Throat
160744799.Throat;Throat
160825720.Throat;Throat
160866180.Throat;Throat
160886410.Throat;Throat
160906640.Throat;Throat
160947100.Throat;Throat
160967330.Throat;Throat
160987560.Throat;Throat
161007791.Throat;Throat
161270782.Throat;Throat
161412393.Throat;Throat
161473083.Throat;Throat
161554003.Throat;Throat
178713055.Throat;Throat
208027353.Throat;Throat
246515023.Throat;Throat
289996019.Throat;Throat
336497421.Throat;Throat
368533040.Throat;Throat
370027359.Throat;Throat
370425937.Throat;Throat
375450439.Throat;Throat
404239096.Throat;Throat
414519462.Throat;Throat
451588811.Throat;Throat
465578759.Throat;Throat
492786515.Throat;Throat
508703490.Throat;Throat
517810313.Throat;Throat
604812005.Throat;Throat
612472597.Throat;Throat
650853796.Throat;Throat
663835652.Throat;Throat
668248235.Throat;Throat
682449369.Throat;Throat
686765762.Throat;Throat
737052003.Throat;Throat
763395383.Throat;Throat
763435843.Throat;Throat
763456073.Throat;Throat
763476303.Throat;Throat
763516763.Throat;Throat
763536994.Throat;Throat
763557224.Throat;Throat
763597684.Throat;Throat
763638144.Throat;Throat
763678604.Throat;Throat
763698834.Throat;Throat
763719065.Throat;Throat
763759525.Throat;Throat
763820215.Throat;Throat
763840445.Throat;Throat
763860675.Throat;Throat
763880905.Throat;Throat
763901136.Throat;Throat
763921366.Throat;Throat
763982056.Throat;Throat
764002286.Throat;Throat
764042746.Throat;Throat
764062976.Throat;Throat
764083206.Throat;Throat
764143897.Throat;Throat
764184357.Throat;Throat
764224817.Throat;Throat
764245047.Throat;Throat
764285508.Throat;Throat
764305738.Throat;Throat
764325968.Throat;Throat
764346198.Throat;Throat
764366428.Throat;Throat
764447348.Throat;Throat
764467579.Throat;Throat
764487809.Throat;Throat
764508039.Throat;Throat
764588959.Throat;Throat
764649650.Throat;Throat
764669880.Throat;Throat
764750800.Throat;Throat
764811490.Throat;Throat
764831721.Throat;Throat
764872181.Throat;Throat
764892411.Throat;Throat
764953101.Throat;Throat
765013792.Throat;Throat
765034022.Throat;Throat
765074482.Throat;Throat
765094712.Throat;Throat
765155402.Throat;Throat
765195863.Throat;Throat
765216093.Throat;Throat
765256553.Throat;Throat
765276783.Throat;Throat
765317243.Throat;Throat
765337473.Throat;Throat
765560005.Throat;Throat
809635352.Throat;Throat
863126187.Throat;Throat
892969023.Throat;Throat
937495960.Throat;Throat
953045535.Throat;Throat
970836795.Throat;Throat
132902142.Tongue dorsum;Tongue dorsum
147406386.Tongue dorsum;Tongue dorsum
158013734.Tongue dorsum;Tongue dorsum
158114885.Tongue dorsum;Tongue dorsum
158155345.Tongue dorsum;Tongue dorsum
158216035.Tongue dorsum;Tongue dorsum
158236265.Tongue dorsum;Tongue dorsum
158276726.Tongue dorsum;Tongue dorsum
158398106.Tongue dorsum;Tongue dorsum
158418336.Tongue dorsum;Tongue dorsum
158438567.Tongue dorsum;Tongue dorsum
158458797.Tongue dorsum;Tongue dorsum
158479027.Tongue dorsum;Tongue dorsum
158499257.Tongue dorsum;Tongue dorsum
158721788.Tongue dorsum;Tongue dorsum
158742018.Tongue dorsum;Tongue dorsum
158802708.Tongue dorsum;Tongue dorsum
158822939.Tongue dorsum;Tongue dorsum
158883629.Tongue dorsum;Tongue dorsum
158924089.Tongue dorsum;Tongue dorsum
158944319.Tongue dorsum;Tongue dorsum
158964549.Tongue dorsum;Tongue dorsum
158984779.Tongue dorsum;Tongue dorsum
159005010.Tongue dorsum;Tongue dorsum
159025240.Tongue dorsum;Tongue dorsum
159085930.Tongue dorsum;Tongue dorsum
159146620.Tongue dorsum;Tongue dorsum
159166850.Tongue dorsum;Tongue dorsum
159227541.Tongue dorsum;Tongue dorsum
159247771.Tongue dorsum;Tongue dorsum
159389382.Tongue dorsum;Tongue dorsum
159470302.Tongue dorsum;Tongue dorsum
159713063.Tongue dorsum;Tongue dorsum
159733294.Tongue dorsum;Tongue dorsum
160744799.Tongue dorsum;Tongue dorsum
160825720.Tongue dorsum;Tongue dorsum
160866180.Tongue dorsum;Tongue dorsum
160886410.Tongue dorsum;Tongue dorsum
160906640.Tongue dorsum;Tongue dorsum
160947100.Tongue dorsum;Tongue dorsum
160967330.Tongue dorsum;Tongue dorsum
160987560.Tongue dorsum;Tongue dorsum
161007791.Tongue dorsum;Tongue dorsum
161270782.Tongue dorsum;Tongue dorsum
161311242.Tongue dorsum;Tongue dorsum
161412393.Tongue dorsum;Tongue dorsum
161473083.Tongue dorsum;Tongue dorsum
161554003.Tongue dorsum;Tongue dorsum
178713055.Tongue dorsum;Tongue dorsum
208027353.Tongue dorsum;Tongue dorsum
246515023.Tongue dorsum;Tongue dorsum
256789458.Tongue dorsum;Tongue dorsum
275382046.Tongue dorsum;Tongue dorsum
289996019.Tongue dorsum;Tongue dorsum
295137534.Tongue dorsum;Tongue dorsum
336497421.Tongue dorsum;Tongue dorsum
368533040.Tongue dorsum;Tongue dorsum
370027359.Tongue dorsum;Tongue dorsum
370425937.Tongue dorsum;Tongue dorsum
375450439.Tongue dorsum;Tongue dorsum
404239096.Tongue dorsum;Tongue dorsum
414519462.Tongue dorsum;Tongue dorsum
451588811.Tongue dorsum;Tongue dorsum
465578759.Tongue dorsum;Tongue dorsum
492786515.Tongue dorsum;Tongue dorsum
508703490.Tongue dorsum;Tongue dorsum
514014184.Tongue dorsum;Tongue dorsum
516889361.Tongue dorsum;Tongue dorsum
517810313.Tongue dorsum;Tongue dorsum
553359145.Tongue dorsum;Tongue dorsum
604812005.Tongue dorsum;Tongue dorsum
612472597.Tongue dorsum;Tongue dorsum
638754422.Tongue dorsum;Tongue dorsum
643185023.Tongue dorsum;Tongue dorsum
658594300.Tongue dorsum;Tongue dorsum
663835652.Tongue dorsum;Tongue dorsum
668248235.Tongue dorsum;Tongue dorsum
682449369.Tongue dorsum;Tongue dorsum
686765762.Tongue dorsum;Tongue dorsum
737052003.Tongue dorsum;Tongue dorsum
763395383.Tongue dorsum;Tongue dorsum
763435843.Tongue dorsum;Tongue dorsum
763456073.Tongue dorsum;Tongue dorsum
763476303.Tongue dorsum;Tongue dorsum
763516763.Tongue dorsum;Tongue dorsum
763536994.Tongue dorsum;Tongue dorsum
763557224.Tongue dorsum;Tongue dorsum
763597684.Tongue dorsum;Tongue dorsum
763638144.Tongue dorsum;Tongue dorsum
763698834.Tongue dorsum;Tongue dorsum
763719065.Tongue dorsum;Tongue dorsum
763759525.Tongue dorsum;Tongue dorsum
763820215.Tongue dorsum;Tongue dorsum
763840445.Tongue dorsum;Tongue dorsum
763860675.Tongue dorsum;Tongue dorsum
763880905.Tongue dorsum;Tongue dorsum
763901136.Tongue dorsum;Tongue dorsum
763921366.Tongue dorsum;Tongue dorsum
763982056.Tongue dorsum;Tongue dorsum
764002286.Tongue dorsum;Tongue dorsum
764042746.Tongue dorsum;Tongue dorsum
764062976.Tongue dorsum;Tongue dorsum
764083206.Tongue dorsum;Tongue dorsum
764143897.Tongue dorsum;Tongue dorsum
764184357.Tongue dorsum;Tongue dorsum
764224817.Tongue dorsum;Tongue dorsum
764245047.Tongue dorsum;Tongue dorsum
764285508.Tongue dorsum;Tongue dorsum
764305738.Tongue dorsum;Tongue dorsum
764325968.Tongue dorsum;Tongue dorsum
764346198.Tongue dorsum;Tongue dorsum
764366428.Tongue dorsum;Tongue dorsum
764447348.Tongue dorsum;Tongue dorsum
764467579.Tongue dorsum;Tongue dorsum
764487809.Tongue dorsum;Tongue dorsum
764508039.Tongue dorsum;Tongue dorsum
764588959.Tongue dorsum;Tongue dorsum
764649650.Tongue dorsum;Tongue dorsum
764669880.Tongue dorsum;Tongue dorsum
764750800.Tongue dorsum;Tongue dorsum
764811490.Tongue dorsum;Tongue dorsum
764831721.Tongue dorsum;Tongue dorsum
764872181.Tongue dorsum;Tongue dorsum
764892411.Tongue dorsum;Tongue dorsum
764953101.Tongue dorsum;Tongue dorsum
765013792.Tongue dorsum;Tongue dorsum
765034022.Tongue dorsum;Tongue dorsum
765074482.Tongue dorsum;Tongue dorsum
765094712.Tongue dorsum;Tongue dorsum
765135172.Tongue dorsum;Tongue dorsum
765155402.Tongue dorsum;Tongue dorsum
765195863.Tongue dorsum;Tongue dorsum
765216093.Tongue dorsum;Tongue dorsum
765256553.Tongue dorsum;Tongue dorsum
765276783.Tongue dorsum;Tongue dorsum
765317243.Tongue dorsum;Tongue dorsum
765337473.Tongue dorsum;Tongue dorsum
765377934.Tongue dorsum;Tongue dorsum
765560005.Tongue dorsum;Tongue dorsum
809635352.Tongue dorsum;Tongue dorsum
863126187.Tongue dorsum;Tongue dorsum
892969023.Tongue dorsum;Tongue dorsum
937495960.Tongue dorsum;Tongue dorsum
953045535.Tongue dorsum;Tongue dorsum
970836795.Tongue dorsum;Tongue dorsum
158013734.Vaginal introitus;Vaginal introitus
158114885.Vaginal introitus;Vaginal introitus
158236265.Vaginal introitus;Vaginal introitus
158276726.Vaginal introitus;Vaginal introitus
158458797.Vaginal introitus;Vaginal introitus
158742018.Vaginal introitus;Vaginal introitus
158883629.Vaginal introitus;Vaginal introitus
158944319.Vaginal introitus;Vaginal introitus
158984779.Vaginal introitus;Vaginal introitus
159005010.Vaginal introitus;Vaginal introitus
159025240.Vaginal introitus;Vaginal introitus
159085930.Vaginal introitus;Vaginal introitus
159227541.Vaginal introitus;Vaginal introitus
159247771.Vaginal introitus;Vaginal introitus
159470302.Vaginal introitus;Vaginal introitus
159713063.Vaginal introitus;Vaginal introitus
159733294.Vaginal introitus;Vaginal introitus
160744799.Vaginal introitus;Vaginal introitus
160866180.Vaginal introitus;Vaginal introitus
161007791.Vaginal introitus;Vaginal introitus
161473083.Vaginal introitus;Vaginal introitus
208027353.Vaginal introitus;Vaginal introitus
246515023.Vaginal introitus;Vaginal introitus
256789458.Vaginal introitus;Vaginal introitus
370425937.Vaginal introitus;Vaginal introitus
375450439.Vaginal introitus;Vaginal introitus
414519462.Vaginal introitus;Vaginal introitus
451588811.Vaginal introitus;Vaginal introitus
465578759.Vaginal introitus;Vaginal introitus
553359145.Vaginal introitus;Vaginal introitus
561079058.Vaginal introitus;Vaginal introitus
612472597.Vaginal introitus;Vaginal introitus
638754422.Vaginal introitus;Vaginal introitus
663835652.Vaginal introitus;Vaginal introitus
682449369.Vaginal introitus;Vaginal introitus
737052003.Vaginal introitus;Vaginal introitus
739574095.Vaginal introitus;Vaginal introitus
763456073.Vaginal introitus;Vaginal introitus
763557224.Vaginal introitus;Vaginal introitus
763638144.Vaginal introitus;Vaginal introitus
763698834.Vaginal introitus;Vaginal introitus
763719065.Vaginal introitus;Vaginal introitus
763759525.Vaginal introitus;Vaginal introitus
763820215.Vaginal introitus;Vaginal introitus
763840445.Vaginal introitus;Vaginal introitus
763901136.Vaginal introitus;Vaginal introitus
763921366.Vaginal introitus;Vaginal introitus
764042746.Vaginal introitus;Vaginal introitus
764062976.Vaginal introitus;Vaginal introitus
764143897.Vaginal introitus;Vaginal introitus
764184357.Vaginal introitus;Vaginal introitus
764245047.Vaginal introitus;Vaginal introitus
764346198.Vaginal introitus;Vaginal introitus
764366428.Vaginal introitus;Vaginal introitus
764467579.Vaginal introitus;Vaginal introitus
764649650.Vaginal introitus;Vaginal introitus
764710340.Vaginal introitus;Vaginal introitus
764811490.Vaginal introitus;Vaginal introitus
765013792.Vaginal introitus;Vaginal introitus
765034022.Vaginal introitus;Vaginal introitus
765195863.Vaginal introitus;Vaginal introitus
765256553.Vaginal introitus;Vaginal introitus
765317243.Vaginal introitus;Vaginal introitus
765337473.Vaginal introitus;Vaginal introitus
809635352.Vaginal introitus;Vaginal introitus
875002022.Vaginal introitus;Vaginal introitus
892969023.Vaginal introitus;Vaginal introitus
970836795.Vaginal introitus;Vaginal introitus
